rule_def_id,type_code,type_group,type_name,natural_language_condition,rule_expression,reason_text,priority_order,reference_columns,active_flag,effective_from,effective_to,version_no,explanation_template,created_at,updated_at
88,E12,제외(인심사),장기 입원,입원이며 입원일수가 30일을 초과하는 청구,진료구분='입원' AND 입원일수>30,적정 입원기간 여부 심사 필요,12,"진료구분,입원일수",Y,2026-01-01,,2,장기 입원에 해당하면 제외(인심사)로 판정한다.,2026-01-01T08:30:00Z,2026-02-01T08:30:00Z
89,E12,제외(인심사),장기 입원,입원이며 입원일수가 30일을 초과하는 청구,진료구분='입원' AND 입원일수>30,적정 입원기간 여부 심사 필요,12,"진료구분,입원일수",Y,2027-02-01,,3,장기 입원에 해당하면 제외(인심사)로 판정한다.,2027-02-01T08:30:00Z,2027-03-01T08:30:00Z
90,E12,제외(인심사),장기 입원,입원이며 입원일수가 30일을 초과하는 청구,진료구분='입원' AND 입원일수>30,적정 입원기간 여부 심사 필요,12,"진료구분,입원일수",Y,2028-03-01,,4,장기 입원에 해당하면 제외(인심사)로 판정한다.,2028-03-01T08:30:00Z,2028-04-01T08:30:00Z
91,E12,제외(인심사),장기 입원,입원이며 입원일수가 30일을 초과하는 청구,진료구분='입원' AND 입원일수>30,적정 입원기간 여부 심사 필요,12,"진료구분,입원일수",Y,2029-04-01,,5,장기 입원에 해당하면 제외(인심사)로 판정한다.,2029-04-01T08:30:00Z,2029-05-01T08:30:00Z
92,E12,제외(인심사),장기 입원,입원이며 입원일수가 30일을 초과하는 청구,진료구분='입원' AND 입원일수>30,적정 입원기간 여부 심사 필요,12,"진료구분,입원일수",Y,2030-05-01,,6,장기 입원에 해당하면 제외(인심사)로 판정한다.,2030-05-01T08:30:00Z,2030-06-01T08:30:00Z
93,E12,제외(인심사),장기 입원,입원이며 입원일수가 30일을 초과하는 청구,진료구분='입원' AND 입원일수>30,적정 입원기간 여부 심사 필요,12,"진료구분,입원일수",Y,2031-06-01,,7,장기 입원에 해당하면 제외(인심사)로 판정한다.,2031-06-01T08:30:00Z,2031-07-01T08:30:00Z
94,E13,제외(인심사),계약 비정상상태,계약상태가 심사중·청약철회가능 등 효력 미확정 상태인 청구,"계약상태 IN ('심사중','청약철회가능')",효력 확정 전 지급 불가,13,계약상태,Y,2025-01-01,,1,계약 비정상상태에 해당하면 제외(인심사)로 판정한다.,2025-01-01T08:30:00Z,2025-02-01T08:30:00Z
95,E13,제외(인심사),계약 비정상상태,계약상태가 심사중·청약철회가능 등 효력 미확정 상태인 청구,"계약상태 IN ('심사중','청약철회가능')",효력 확정 전 지급 불가,13,계약상태,Y,2026-02-01,,2,계약 비정상상태에 해당하면 제외(인심사)로 판정한다.,2026-02-01T08:30:00Z,2026-03-01T08:30:00Z
96,E13,제외(인심사),계약 비정상상태,계약상태가 심사중·청약철회가능 등 효력 미확정 상태인 청구,"계약상태 IN ('심사중','청약철회가능')",효력 확정 전 지급 불가,13,계약상태,Y,2027-03-01,,3,계약 비정상상태에 해당하면 제외(인심사)로 판정한다.,2027-03-01T08:30:00Z,2027-04-01T08:30:00Z
97,E13,제외(인심사),계약 비정상상태,계약상태가 심사중·청약철회가능 등 효력 미확정 상태인 청구,"계약상태 IN ('심사중','청약철회가능')",효력 확정 전 지급 불가,13,계약상태,Y,2028-04-01,,4,계약 비정상상태에 해당하면 제외(인심사)로 판정한다.,2028-04-01T08:30:00Z,2028-05-01T08:30:00Z
98,E13,제외(인심사),계약 비정상상태,계약상태가 심사중·청약철회가능 등 효력 미확정 상태인 청구,"계약상태 IN ('심사중','청약철회가능')",효력 확정 전 지급 불가,13,계약상태,Y,2029-05-01,,5,계약 비정상상태에 해당하면 제외(인심사)로 판정한다.,2029-05-01T08:30:00Z,2029-06-01T08:30:00Z
99,E13,제외(인심사),계약 비정상상태,계약상태가 심사중·청약철회가능 등 효력 미확정 상태인 청구,"계약상태 IN ('심사중','청약철회가능')",효력 확정 전 지급 불가,13,계약상태,Y,2030-06-01,,6,계약 비정상상태에 해당하면 제외(인심사)로 판정한다.,2030-06-01T08:30:00Z,2030-07-01T08:30:00Z
100,E13,제외(인심사),계약 비정상상태,계약상태가 심사중·청약철회가능 등 효력 미확정 상태인 청구,"계약상태 IN ('심사중','청약철회가능')",효력 확정 전 지급 불가,13,계약상태,Y,2031-07-01,,7,계약 비정상상태에 해당하면 제외(인심사)로 판정한다.,2031-07-01T08:30:00Z,2031-08-01T08:30:00Z
